user_id,desire_type,budget
1476,Minivan,44615
1477,Minivan,33507
1478,Sedan,47801
1479,Station Wagon,47192
1480,Crossover,58187
1481,Sedan,48062
1482,SUV,71721
1483,Sports Car,45843
1484,Convertible,47618
1485,Coupe,46440
1486,Sedan,41934
1487,Station Wagon,39398
1488,Pickup Truck,20611
1489,Convertible,35335
1490,Crossover,56728
1491,Minivan,26820
1492,Coupe,43812
1493,Station Wagon,46687
1494,Minivan,42546
1495,Pickup Truck,58538
1496,Hatchback,28660
1497,Minivan,42619
1498,SUV,38327
1499,Coupe,40145
1500,Sports Car,30389
1501,Sports Car,52402
1502,SUV,67775
1503,Minivan,43266
1504,Convertible,20220
1505,Sedan,31974
1506,Sports Car,43080
1507,Sedan,43776
1508,Sedan,44961
1509,Pickup Truck,46758
1510,Sports Car,39454
1511,Hatchback,50349
1512,Convertible,49512
1513,SUV,39624
1514,Sports Car,43552
1515,Pickup Truck,43483
1516,Station Wagon,42277
1517,Hatchback,35076
1518,Coupe,11273
1519,Convertible,51061
1520,Coupe,57154
1521,Sedan,50486
1522,Station Wagon,42438
1523,Hatchback,33493
1524,Crossover,46044
1525,Crossover,32489
1526,Hatchback,43511
1527,Hatchback,48298
1528,Convertible,43046
1529,Crossover,44946
1530,Sedan,41976
1531,Minivan,40194
1532,Coupe,59049
1533,Station Wagon,22783
1534,Coupe,44700
1535,Sedan,25444
1536,Sedan,32098
1537,Pickup Truck,52400
1538,Sedan,28802
1539,SUV,60907
1540,Station Wagon,44942
1541,Minivan,49627
1542,Sedan,37261
1543,Hatchback,38673
1544,Coupe,38765
1545,Crossover,32366
1546,Coupe,52976
1547,Minivan,36397
1548,Sports Car,30992
1549,Crossover,53485
1550,SUV,36735
1551,Crossover,57849
1552,Sedan,52817
1553,Minivan,53149
1554,Sports Car,38838
1555,SUV,55774
1556,Crossover,41366
1557,Convertible,43306
1558,Hatchback,60421
1559,Sports Car,44052
1560,Station Wagon,36218
1561,Minivan,60130
1562,Pickup Truck,54263
1563,Sedan,49150
1564,Station Wagon,55494
1565,Hatchback,37437
1566,Crossover,48292
1567,Station Wagon,43189
1568,Crossover,34201
1569,Crossover,36675
1570,SUV,45294
1571,Convertible,41127
1572,Pickup Truck,52801
1573,Coupe,55894
1574,Sports Car,42579
1575,Pickup Truck,50079
1576,Sports Car,40229
1577,Sports Car,37533
1578,Sedan,52255
1579,Pickup Truck,46364
1580,Coupe,45382
1581,Coupe,34526
1582,SUV,41740
1583,Coupe,53766
1584,Coupe,28812
1585,Sedan,63643
1586,Minivan,56948
1587,Crossover,37331
1588,Hatchback,26315
1589,Minivan,49363
1590,Minivan,58069
1591,Pickup Truck,52867
1592,Pickup Truck,36964
1593,SUV,39581
1594,Pickup Truck,46413
1595,Hatchback,44199
1596,Crossover,48687
1597,Pickup Truck,27060
1598,Pickup Truck,44603
1599,Pickup Truck,49077
1600,Convertible,50834
1601,Convertible,49625
1602,Pickup Truck,41338
1603,Sports Car,36099
1604,Station Wagon,33687
1605,Station Wagon,47853
1606,Hatchback,41805
1607,Sports Car,30775
1608,Hatchback,53668
1609,Minivan,59352
1610,Crossover,49263
1611,Sedan,51527
1612,Convertible,40603
1613,Hatchback,47298
1614,Convertible,61822
1615,Hatchback,36147
1616,Pickup Truck,58815
1617,Hatchback,50864
1618,Sports Car,65016
1619,SUV,48933
1620,Station Wagon,37467
1621,Station Wagon,40419
1622,Sports Car,43129
1623,Sports Car,55813
1624,Convertible,46646
1625,Sedan,30828
1626,Sports Car,62319
1627,Hatchback,54082
1628,SUV,47095
1629,Minivan,28188
1630,Pickup Truck,52665
1631,Crossover,37418
1632,Convertible,51894
1633,Station Wagon,49964
1634,Convertible,58139
1635,Coupe,40203
1636,Station Wagon,54777
1637,Pickup Truck,24508
1638,Station Wagon,48734
1639,Sedan,55742
1640,Sedan,38473
1641,Station Wagon,41683
1642,Hatchback,36515
1643,Station Wagon,58782
1644,Minivan,51088
1645,Minivan,55316
1646,Convertible,42550
1647,Sedan,44014
1648,Convertible,50857
1649,Crossover,63623
1650,SUV,38114
1651,SUV,44332
1652,Minivan,47344
1653,Sedan,41775
1654,Convertible,55103
1655,Crossover,43670
1656,Minivan,50357
1657,Convertible,36455
1658,Station Wagon,48279
1659,Pickup Truck,42399
1660,Minivan,34621
1661,Convertible,42156
1662,Minivan,22066
1663,Station Wagon,47260
1664,Minivan,58673
1665,Station Wagon,56588
1666,SUV,63101
1667,SUV,48744
1668,Minivan,56092
1669,Pickup Truck,35206
1670,Convertible,47593
1671,Station Wagon,40588
1672,Sports Car,49920
1673,Minivan,49741
1674,Convertible,39546
1675,Hatchback,53716
1676,Sedan,41655
1677,Crossover,47517
1678,Station Wagon,41871
1679,Convertible,50687
1680,Station Wagon,40042
1681,Hatchback,47289
1682,Pickup Truck,50886
1683,Hatchback,56212
1684,Hatchback,47504
1685,Crossover,35832
1686,Pickup Truck,47234
1687,Crossover,40418
1688,SUV,50039
1689,Sports Car,36606
1690,Sedan,35872
1691,Minivan,45724
1692,Sports Car,43368
1693,Hatchback,42857
1694,Station Wagon,48887
1695,Sports Car,38774
1696,Minivan,42768
1697,Pickup Truck,50427
1698,Pickup Truck,37152
1699,Convertible,57382
1700,Minivan,55487
1701,Convertible,51110
1702,Sedan,44108
1703,Crossover,41937
1704,Pickup Truck,44976
1705,Coupe,47363
1706,SUV,33689
1707,Sedan,42824
1708,Hatchback,48421
1709,SUV,58794
1710,Station Wagon,36273
1711,Crossover,44845
1712,Sedan,39039
1713,Coupe,43756
1714,Convertible,42130
1715,Convertible,21945
1716,Minivan,37438
1717,Crossover,32805
1718,Pickup Truck,44731
1719,Coupe,38667
1720,Sedan,56120
1721,Convertible,35554
1722,Minivan,47222
1723,Convertible,44892
1724,Minivan,55818
1725,Sedan,50919
1726,Crossover,33706
1727,Sedan,49792
1728,Station Wagon,60773
1729,Coupe,56521
1730,Sports Car,47272
1731,Sedan,56848
1732,Sedan,38586
1733,Coupe,38622
1734,Crossover,48376
1735,Minivan,45616
1736,Pickup Truck,32397
1737,Minivan,35545
1738,Hatchback,45111
1739,Minivan,50244
1740,Hatchback,28698
1741,Coupe,33369
1742,Crossover,48860
1743,Pickup Truck,55253
1744,Hatchback,55300
1745,Sedan,51173
1746,Sedan,29389
1747,Minivan,49642
1748,SUV,50060
1749,Hatchback,44721
1750,SUV,37404
1751,Hatchback,36121
1752,Hatchback,62714
1753,Sports Car,41844
1754,Convertible,28107
1755,Crossover,61527
1756,Crossover,39138
1757,Minivan,35200
1758,Hatchback,32972
1759,Pickup Truck,57252
1760,Minivan,54051
1761,Convertible,55645
1762,Sedan,46239
1763,Pickup Truck,44694
1764,Station Wagon,31555
1765,Pickup Truck,27427
1766,Hatchback,38038
1767,Pickup Truck,44233
1768,SUV,45130
1769,Pickup Truck,60107
1770,Station Wagon,43183
1771,Sports Car,39341
1772,Station Wagon,32028
1773,Convertible,48308
1774,SUV,46382
1775,Coupe,39592
1776,Crossover,43718
1777,Hatchback,47221
1778,Hatchback,46185
1779,SUV,54541
1780,SUV,39767
1781,Minivan,40781
1782,Convertible,69922
1783,Coupe,43515
1784,Station Wagon,28448
1785,Hatchback,38426
1786,SUV,46708
1787,Sports Car,41553
1788,Coupe,52549
1789,SUV,53265
1790,Sports Car,36653
1791,Station Wagon,40170
1792,Coupe,39440
1793,Coupe,55055
1794,Pickup Truck,49459
1795,Sedan,40304
1796,Sedan,45508
1797,Sports Car,59431
1798,Coupe,43668
1799,Convertible,69149
1800,Convertible,35967
1801,Coupe,59801
1802,Station Wagon,43444
1803,Station Wagon,44582
1804,Crossover,42267
1805,Station Wagon,43311
1806,Crossover,37434
1807,Crossover,47258
1808,Hatchback,42034
1809,Hatchback,55721
1810,Sports Car,45912
1811,Sedan,51094
1812,SUV,53017
1813,Sports Car,47110
1814,Hatchback,42989
1815,Minivan,37395
1816,Minivan,49505
1817,Crossover,59719
1818,Minivan,45077
1819,Minivan,32158
1820,Sedan,25840
1821,Station Wagon,48519
1822,Pickup Truck,38885
1823,Minivan,37760
1824,Convertible,55709
1825,Sports Car,29587
1826,Crossover,47794
1827,Crossover,38999
1828,Sedan,36752
1829,Sedan,62481
1830,Coupe,40985
1831,SUV,55895
1832,Minivan,40345
1833,Minivan,40462
1834,Coupe,51530
1835,Hatchback,29942
1836,Minivan,53040
1837,Coupe,44553
1838,Crossover,27557
1839,Station Wagon,44565
1840,Pickup Truck,49629
1841,Hatchback,50686
1842,Pickup Truck,27901
1843,SUV,39795
1844,Minivan,53314
1845,Hatchback,40939
1846,SUV,29819
1847,Hatchback,32091
1848,Hatchback,29159
1849,Minivan,43979
1850,Station Wagon,42424
1851,Minivan,47205
1852,Coupe,37626
1853,Pickup Truck,38552
1854,Station Wagon,30621
1855,SUV,32376
1856,Sedan,41558
1857,Minivan,23502
1858,Convertible,51159
1859,Crossover,51000
1860,Coupe,53274
1861,SUV,36670
1862,Convertible,40817
1863,Minivan,56019
1864,SUV,42463
1865,Sedan,58381
1866,Crossover,47024
1867,SUV,56926
1868,Crossover,45538
1869,Pickup Truck,72009
1870,Coupe,41291
1871,Crossover,38986
1872,Coupe,43112
1873,Station Wagon,58867
1874,Coupe,33033
1875,Hatchback,46919
1876,Sports Car,50465
1877,Station Wagon,52908
1878,Sports Car,46294
1879,Convertible,58559
1880,Minivan,36966
1881,Hatchback,36478
1882,Station Wagon,59055
1883,Minivan,49763
1884,Convertible,27601
1885,Minivan,53540
1886,Station Wagon,50281
1887,Minivan,35238
1888,Hatchback,35478
1889,SUV,57821
1890,Crossover,38237
1891,Minivan,44073
1892,Sports Car,22942
1893,Hatchback,55461
1894,Pickup Truck,59803
1895,Sports Car,44170
1896,Sports Car,43883
1897,Sedan,50855
1898,SUV,68748
1899,Sports Car,60603
1900,Sports Car,63880
1901,Hatchback,39545
1902,Pickup Truck,35005
1903,Hatchback,51549
1904,Sedan,34619
1905,Pickup Truck,49550
1906,Coupe,56206
1907,Pickup Truck,30737
1908,Sedan,53541
1909,Hatchback,22122
1910,Coupe,52151
1911,Hatchback,48112
1912,Sedan,47451
1913,Pickup Truck,53027
1914,Convertible,44652
1915,Convertible,42430
1916,Minivan,48725
1917,Sedan,46013
1918,Sports Car,37924
1919,Minivan,44612
1920,Minivan,38375
1921,Sedan,52815
1922,Minivan,63708
1923,Minivan,41950
1924,SUV,31925
1925,Sports Car,37595
1926,Pickup Truck,49491
1927,Station Wagon,54237
1928,Sports Car,47107
1929,Sedan,57312
1930,Minivan,48532
1931,Sedan,27647
1932,Minivan,46644
1933,Station Wagon,25144
1934,Convertible,50270
1935,Minivan,50600
1936,Hatchback,35511
1937,Convertible,36084
1938,Coupe,38034
1939,Convertible,62062
1940,Pickup Truck,46188
1941,Pickup Truck,49346
1942,Pickup Truck,49959
1943,Crossover,40924
1944,Sedan,51000
1945,Sedan,48004
1946,Station Wagon,24834
1947,Coupe,39309
1948,SUV,45560
1949,Convertible,47793
1950,Pickup Truck,41732
1951,Sports Car,42466
1952,Crossover,32306
1953,Sports Car,56930
1954,SUV,42124
1955,Pickup Truck,36884
1956,Sports Car,37289
1957,Minivan,47563
1958,Sports Car,47884
1959,Pickup Truck,41967
1960,SUV,42287
1961,Crossover,63179
1962,Minivan,25212
1963,Convertible,43517
1964,Hatchback,51088
1965,Crossover,51525
1966,Crossover,50067
1967,Crossover,27664
1968,Minivan,45679
1969,Coupe,45678
1970,SUV,16970
1971,Sports Car,48097
1972,SUV,51852
1973,Minivan,50656
1974,Convertible,71717
1975,Convertible,42691
1976,Minivan,39593
1977,Sports Car,34302
1978,Hatchback,42280
1979,Station Wagon,52698
1980,SUV,58869
1981,Coupe,39567
1982,Hatchback,53893
1983,Crossover,38240
1984,SUV,53595
1985,Station Wagon,52191
1986,SUV,49996
1987,SUV,40467
1988,Sedan,66768
1989,Hatchback,59653
1990,Coupe,39157
1991,Sports Car,37830
1992,Hatchback,26116
1993,Sports Car,57582
1994,Sports Car,34550
1995,Crossover,27999
1996,Convertible,44401
1997,SUV,34978
1998,SUV,32704
1999,Coupe,38735
2000,Minivan,44522
